"","repoID","repoURL","user_type","num_forks","num_commits","num_analyzed_commit","num_PR","num_issue","analyzed_pr","ratio_analyzedPR","num_pr_has_linked_issue","central_management_index","num_reject_duplicate_pr","ratio_reject_duplicate_pr","num_modularity_case","modularity","issue_before_PR","issue_after_PR","ratio_mergedPR","ratio_mergedPR_AllType","ratio_rejectedPR","ratio_rejectedPR_AllType","code_changes_size_median_file","code_changes_size_mean_file","code_changes_size_median_loc","code_changes_size_mean_loc","language","size","project_type","num_coreMember","num_fork_ght","repo_age","repoID.1","easiness_mean_external","easiness_median_external","easiness_geoMean_external","easiness_filtered_mean_external","easiness_filtered_median_external","easiness_filtered_geoMean_external","easiness_merged_mean_external","easiness_merged_median_external","easiness_merged_geoMean_external","easiness_filtered_merged_mean_external","easiness_filtered_merged_median_external","easiness_rejected_mean_external","easiness_rejected_median_external","easiness_rejected_geoMean_external","easiness_filtered_rejected_mean_external","easiness_filtered_merged_geoMean_external","easiness_filtered_rejected_median_external","easiness_filtered_rejected_geoMean_external","projectID","num_PR.1","num_merged_PR","ratio_merged_PR","num_merged_PR_allType","ratio_merged_PR_allType","num_closed_PR","num_reject_PR","num_open_PR","num_PR_preCommunicate","num_PR_preCommunicate_external","analyzed_PR","num_rejected_PR_duplicate","ratio_rejected_PR_duplicate","num_PR_link_to_Issue","central_mgmt_index","num_PR_link_to_Issue_external","central_mgmt_index_external","central_mgmt_index_IssueEarly","num_PR_link_to_Issue_early","num_issue.1","new_num_merged_allType","new_ratio_merged_allType","new_ratio_merged_PR_ofClosedPR","num_PR_withTest","ratio_PR_withTest","num_PR_withTest_external","ratio_PR_withTest_external","num_PR_withTest_external_merged","ratio_PR_withTest_external_merged","num_PR_merged_external_noRobot","ratio_PR_merged_external_noRobot","median_mergePR_exprience","median_submitPR_exprience","ratio_PR_preCommunicate","num_PR_wip_preCom_external","ratio_PR_wip_preCom_external","num_PR_reject_external","num_allPR_wip_preCom","ratio_allPR_wip_preCom","num_closed_PR_external","ratio_PR_preCommunicate_external","num_PR_wip_external","ratio_PR_wip_external","num_PR_wip_and_preComm_external","ratio_PR_wip_and_preComm_external","num_closed_PR_external_WIP","num_closed_PR_external_preComm","ratio_PR_preCommunicate_external_of_linkedPR_external","new_num_PR_link_to_Issue_external","num_PR_preCommunicate_wip_both_external","ratio_PR_preComm_wip_both_external_of_linkedPR_external","ratio_social_connection","ratio_social_connection_external","hotness_median","hotness_mean","hotness_median_external","hotness_mean_external","hotness_median_external_correct","hotness_mean_external_correct","projectID.1","num_fork_total","num_sampled_fork","num_Fork_merge_PR","num_Fork_submit_PR","ratio_Fork_merge_PR","ratio_Fork_submit_PR","num_star","num_watcher","has_issue","network_count","subscribers_count","num_fork_attemptContribute","ratio_fork_attemptContribute","projectID.2","Modularity_median","Mod_allFile_500","Mod_filterFile_500","Mod_allFile_1000","Mod_filterFile_1000","Mod_allFile_1000_withMergeCommits","Mode_filterFile_1000_withMergeCommits","num_file_all","num_file_afterFilter","num_commit","Mod_allFile_50","Mod_filterFile_50","Mod_allFile_100","Mod_filterFile_100","mod_external_50_allFile","mod_external_50_filterFile","projectID.3","num_Dup_label_comment_PR_all","ratio_Dup_label_comment_PR_of_all_closed_PR","num_Dup_label_comment_PR_external","ratio_Dup_label_comment_PR_of_external_closed_PR","num_Dup_label_comment_hasKeyword_PR_all","ratio_Dup_label_comment_hasKeyword_PR_of_all_closed_PR","num_Dup_label_comment_hasKeyword_PR_external","ratio_Dup_label_comment_hasKeyword_PR_of_external_closed_PR","num_Dup_label_comment_PR_all_hasLinkedIssue","ratio_Dup_label_comment_PR_all_hasLinkedIssue_of_all_closed_PR","num_Dup_label_comment_PR_all_hasLinkedIssue_selfSubmit","ratio_Dup_label_comment_PR_all_hasLinkedIssue_selfSubmit","num_Dup_label_comment_PR_all_preCommunicate","ratio_Dup_label_comment_PR_all_preCommunicate_of_all_closed_PR","ratio_Dup_label_comment_PR_of_all_REJECTED_PR","num_Dup_label_comment_PR_all_preCommunicate_WIP","num_Dup_label_comment_PR_external_preCommunicate_WIP","ratio_Dup_both_PR_all_preComm_wip_of_all_PR_external","num_Dup_label_comment_PR_external_WIP","ratio_Dup_label_comment_PR_external_WIP_of_all_PR_external","num_Dup_label_comment_PR_external_preComm","ratio_Dup_label_comment_PR_external_preComm_of_all_PR_external","num_Dup_label_comment_PR_WIP_external_preComm","num_Dup_both_PR_external_preComm_WIP","ratio_Dup_both_PR_external_preComm_WIP_of_all_PR_external","num_PR_all_hasLinkedIssue_selfSubmit","num_Dup_label_comment_PR_all_hasLinkedIssue_selfSubmit_WIP","num_PR_all_hasLinkedIssue_selfSubmit_WIP","ratio_Dup_label_comment_PR_all_hasLinkedIssue_selfSubmit_WIP","projectID.4","num_fork_levDistance_2","ratio_fork_levDistance_2","num_fork_levDistance_3","ratio_fork_levDistance_3","num_different_name","ratio_hardFork_withPR","num_hardFork_withPR_nameChange","ratio_hardFork_withPR_nameChange","num_hardFork_withPR","num_hardFork_PR_nameChange_onlyF","ratio_hardFork_PR_nameChange_onlyF","PRMergeRatio","NumPRs","NumForks","Size","ProjectAge","MedianSubmitterExperience","SubmitterPriorExperience","RatioPRsWithTests","CentralizedMngmtIndex","ModularityIndex","AdditiveContributionIndex","num_rejected_PR","ratio_PR_reject_external","PRHotness","SocialConnections","SubmitterSocialConnections","RatioDuplicatePRs","RatioPrecommunicatedPRs","HasHardFork"
"59",67,"angular/angular","Organization",8822,22340,436,9135,15111,420,0.045977011,7056,0.772413793,101,0.016129032,16,0.0857021510601044,2036,461,0.314504652435687,0.629447181,0.643459222769568,0.328516694033935,NA,NA,NA,NA,"TypeScript",79433,NA,NA,5186,1434,67,0.0351568682634731,0,0,0.00976618192187054,0,0,0.033912248989899,0,0,0.00505050505050505,0,0.033518458,0,0,0.0150793650793651,0,0,0,67,9135,2873,0.314504652435687,6775,0.71888341543514,8751,2057,384,1100,238,420,126,0.060664419,7056,0.772413793,1337,0.468137254,0.395840175,3616,15111,6694,0.730596606,0.764941149,303,0.033169129,220,0.077030812,87,0.051816557,1652,0.578431372,0,1,0.12569992,268,0.132019704,893,2010,0.229688035,2030,0.117241379,32,0.015763546,2,0.000985221,32,238,0.2671156,891,145,0.162738496,0.0126984,0.0103842,1,0.832496,1,0.854621,1,2.61578,67,8822,92,44,60,0.478260869,0.652173913,38984,38984,"true",9459,3143,61,0.663043478,67,0.0857021510601044,3.6125765,17.959469,3.4067934,16.023268,3.4067934,16.023268,880,54,5713,13.52748,0,8.551495,4.7619047,4.050633,71.42857,67,280,0.031996343,113,0.055665024,17,0.001942635,16,0.007881773,153,0.017483716,28,0.033412887,37,0.004228088,0.094312105,13,13,0.00640394,0,0,13,0.054621848,NA,NA,NA,838,5,91,0.054945054,67,2,0.02173913,2,0.02173913,4,NA,NA,NA,NA,1,0.010869565,0.578431372,2030,9.08500388066489,11.2826691780188,1434,0.693147180559945,TRUE,0.0742080068643691,0.395840175,0.2857143,0.00505050505050505,2057,0.439901477832512,1.28530759997109,0.0103842,TRUE,0.055665024,0.2671156,TRUE
"60",68,"yiisoft/yii2","Organization",6462,16102,543,6301,10056,518,0.082209173,2172,0.344707189,109,0.043443603,24,0.020390871912241,877,213,0.601809236629106,0.68147913,0.372956673543882,0.29328677987621,NA,NA,NA,NA,"PHP",69473,NA,NA,5121,2382,68,0.0519873902970297,0,0,0.00198019801980198,0,0,0.0637829920821114,0,0,0,0,0.0329558790419162,0,0,0.00598802395209581,0,0,0,68,6301,3792,0.601809236629106,4538,0.71829868274877,6142,1568,159,798,604,518,54,0.033498759,2172,0.344707189,1551,0.280927368,0.303920012,1915,10056,4574,0.718933502,0.744708563,161,0.025551499,149,0.026987864,63,0.016071428,3967,0.718529251,3,4,0.129925105,604,0.114480667,1410,798,0.129925105,5276,0.114480667,0,0,0,0,NA,604,0.431736954,1399,292,0.208720514,0.0649103,0.0382086,1,1.17749,1,1.17852,1,7.63639,68,6462,200,96,132,0.48,0.66,12172,12172,"true",6578,1318,142,0.71,68,0.020390871912241,2.0431285,0,2.0145628,13.333334,1.8357781,10,605,3,11843,10.969697,0,4.9301443,0,3.7538304,33.333336,68,155,0.025236079,125,0.023692191,8,0.001302507,8,0.0015163,102,0.016606968,22,0.03313253,30,0.004884402,0.079081632,22,22,0.004169825,0,NA,22,0.036423841,NA,NA,NA,664,NA,NA,NA,68,1,0.01,1,0.01,3,NA,NA,NA,NA,1,0.01,0.718529251,5276,8.77369414638444,11.1486934668628,2382,1.6094379124341,TRUE,0.0266301139340495,0.303920012,0.66666664,0,1568,0.267247915087187,2.15598467142909,0.0382086,TRUE,0.023692191,0.431736954,TRUE
"61",69,"jashkenas/backbone","User",5756,3348,279,1828,2354,263,0.143873085,618,0.338074398,69,0.070480081,24,4.7619047164917,172,85,0.464442013129103,0.508205689,0.515317286652079,0.471553610503282,NA,NA,NA,NA,"JavaScript",26612,NA,NA,5086,2883,69,0.0290650406504065,0,0,0.00813008130081301,0,0,0.0375,0,0,0.0192307692307692,0,0.022108843537415,0,0,0,0,0,0,69,1828,849,0.464442013129103,951,0.523522975929978,1791,832,37,98,74,263,55,0.065320665,618,0.338074398,365,0.272388059,0.241247264,441,2354,959,0.519146608,0.535455053,164,0.089715536,151,0.112686567,32,0.055944055,569,0.424626865,0,0,0.054718034,74,0.057542768,735,98,0.054718034,1286,0.057542768,0,0,0,0,NA,74,0.21574344,343,44,0.128279883,0.0464989,0.0222513,1,1.37221,1,1.39398,22,27.6702,69,5756,98,26,58,0.265306122,0.591836734,27239,27239,"true",5751,1529,61,0.622448979,69,4.7619047164917,15.215686,25.714287,21.58228,31.666666,16.8165,24.675325,51,21,2393,17.142859,14.285715,19.692308,35.833332,21.904762,58.333332,69,86,0.048017867,72,0.055987558,42,0.023450586,42,0.032659409,49,0.027359017,9,0.126760563,11,0.00614182,0.094951923,9,9,0.006998444,0,NA,9,0.121621621,NA,NA,NA,71,NA,NA,NA,69,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0.010204081,0.424626865,1286,8.65799806800726,10.1891175208618,2883,0,FALSE,0.106777421672229,0.241247264,0.41666668,0.0192307692307692,832,0.57153965785381,3.35585825580398,0.0222513,TRUE,0.055987558,0.21574344,TRUE
"62",70,"libgdx/libgdx","Organization",5649,5779,298,2525,2724,284,0.112475247,476,0.188514851,8,0.010825439,24,0.0299302637577057,127,59,0.707326732673267,0.735841584,0.262970297029703,0.234455445544554,NA,NA,NA,NA,"Java",1001173,NA,NA,5078,2203,70,0.0442978593726937,0,0,0.0420994339813528,0,0,0.0212906651960784,0,0,0.0207562317856436,0,0.103532759324324,0,0,0.096955071955072,0,0,0,70,2525,1786,0.707326732673267,1898,0.75009900990099,2450,555,75,143,135,284,3,0.005300353,476,0.188514851,419,0.194071329,0.145742574,368,2724,1895,0.746138613,0.773469387,70,0.027722772,67,0.031032885,34,0.021505376,1566,0.725335803,1,2,0.058367346,135,0.070532915,509,143,0.058367346,1914,0.070532915,0,0,0,0,NA,135,0.363881401,371,34,0.091644204,0.00158416,0.00314218,1,0.946524,1,0.951296,1,2.71485,70,5649,192,124,130,0.645833333,0.677083333,14178,14178,"true",5708,1322,146,0.760416666,70,0.0299302637577057,1.8308375,1.8843224,1.6201732,1.6468344,1.7292651,1.6023182,601,458,10642,14.31579,18.22844,5.838807,7.5184703,8.8972435,9.523809,70,24,0.009795918,19,0.009926854,4,0.001632653,3,0.001567398,12,0.004897959,3,0.024,5,0.002040816,0.037837837,3,3,0.001567398,0,NA,3,0.022222222,NA,NA,NA,125,NA,NA,NA,70,1,0.010416666,1,0.010416666,2,NA,NA,NA,NA,0,0,0.725335803,1914,8.63923381732526,13.8166828705373,2203,1.09861228866811,TRUE,0.030561100743414,0.145742574,0.90476191,0.0207562317856436,555,0.265935214211076,1.31233830050395,0.00314218,TRUE,0.009926854,0.363881401,FALSE
"63",71,"fchollet/keras","Organization",11035,9111,5087,2941,7443,1708,0.580754845,869,0.295477728,2,0.001819836,16,0.572643995285034,103,50,0.626317579054743,0.639578374,0.365521931315879,0.35226113566814,1,2,6,70,"Python",11123,NA,NA,4940,1243,71,0.0246252194749695,0,0,0.0573933929677213,0,0,0.016147479601518,0,0,0.0380723588029091,0,0.0398575487179487,0,0,0.0921061735091646,0,0,0,71,2941,1842,0.626317579054743,1896,0.642298537912275,2917,1024,24,0,0,1708,8,0.00779727,869,0.295477728,772,0.282163742,0.239714382,705,7443,1893,0.642978578,0.648954405,479,0.162869772,432,0.157894736,257,0.148726851,1731,0.632675438,1,1,0,0,0,985,0,0,2711,0,0,0,0,0,NA,NA,0,760,6,0.007894736,0.00442027,0.00244798,1,2.64143,1,2.59119,12,26.6481,71,11035,200,110,118,0.55,0.59,32015,32015,"true",12004,1783,130,0.65,71,0.572643995285034,8.804458,11.479457,9.375,13.535458,7.9491363,10.999016,141,107,1542,16.981133,18.991596,9.896729,10.528846,10.227938,11.973875,71,39,0.0133699,37,0.0136481,3,0.001028453,3,0.001106602,21,0.007199177,NA,0,0,0,0.025390625,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,71,3,0.03,3,0.03,5,NA,NA,NA,NA,2,0.02,0.632675438,2711,9.30882731869084,9.31677031559203,1243,0.693147180559945,TRUE,0.146603473464603,0.239714382,0.88026125,0.0380723588029091,1024,0.363334562891922,3.31955700951325,0.00244798,TRUE,0.0136481,0,TRUE
"64",72,"jfeinstein10/SlidingMenu","User",5507,502,342,130,642,89,0.684615384,27,0.207692307,1,0.010526315,12,1.67345082759857,4,NA,0.269230769230769,0.292307692,0.376923076923077,0.353846153846154,1,3,8,744,"Java",32085,NA,0,4805,2244,72,0.0882987865168539,0,0,0.111803664093601,0,0,0.132844131578947,0,0,0.155956257701109,0,0.055108137254902,0,0,0.0789056531703591,0,0,0,72,130,35,0.269230769230769,39,0.292307692307692,84,46,46,6,6,89,0,0,27,0.207692307,24,0.184615384,0.138461538,18,642,38,0.292307692,0.452380952,1,0.007692307,1,0.007692307,0,0,38,0.292307692,0,0,0.071428571,6,0.071428571,46,6,0.071428571,84,0.071428571,0,0,0,0,NA,6,0.285714285,21,5,0.238095238,0,0,1,1.23529,1,1.23529,2,3.60784,72,5507,200,20,18,0.1,0.09,11052,11052,"true",5492,1061,30,0.15,72,1.67345082759857,9.842231,10.960647,9.842231,10.960647,9.842231,10.960647,251,164,304,19.354837,23.715416,25.872093,31.097307,18.221153,22.64151,72,1,0.011904761,1,0.011904761,0,0,0,0,1,0.011904761,1,0.166666666,1,0.011904761,0,1,1,0.011904761,0,NA,1,0.166666666,NA,NA,NA,6,NA,NA,NA,72,1,0.01,1,0.01,3,NA,NA,NA,NA,2,0.02,0.292307692,84,8.61377528926248,10.3761439101846,2244,0,FALSE,0.00766287205854612,0.138461538,0.7735849,0.155956257701109,46,0.547619047619048,1.52775920056854,0,FALSE,0.011904761,0.285714285,TRUE
"65",73,"iluwatar/java-design-patterns","User",10876,3003,1336,349,397,303,0.868194842,92,0.263610315,1,0.00990099,16,0.0421926081180573,85,6,0.710601719197708,0.719197707,0.277936962750716,0.269340974212034,1,7,17,139,"Java",17643,NA,NA,4731,1474,73,0.142226352517986,0,0,0.311071485019948,0,0,0.117837104444444,0,0,0.288660687752305,0,0.245765613207547,0,0,0.406211662099564,0,0.3,0,73,349,248,0.710601719197708,252,0.724928366762178,345,91,4,30,24,303,0,0,92,0.263610315,81,0.25,0.240687679,84,397,254,0.722063037,0.736231884,148,0.424068767,136,0.419753086,107,0.467248908,230,0.709876543,0,0,0.086956521,24,0.075,90,30,0.086956521,320,0.075,0,0,0,0,NA,24,0.296296296,81,7,0.086419753,0.00573066,0.00364964,1,2.15385,1,2.16788,4,10.2555,73,10876,100,28,27,0.28,0.27,36548,36548,"true",11813,3358,32,0.32,73,0.0421926081180573,1.1717676,1.3591881,0.801358,0.8670451,0.96463394,1.056223,891,713,1215,9.07441,12.903225,6.3078604,9.860936,9.903846,11.515152,73,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,17,NA,NA,NA,73,1,0.01,1,0.01,2,NA,NA,NA,NA,1,0.01,0.709876543,320,9.29431380575236,9.77809438312807,1474,0,FALSE,0.350482973395159,0.240687679,0.88484848,0.288660687752305,91,0.28125,2.42085689807208,0.00364964,TRUE,0,0.296296296,TRUE
"66",74,"alibaba/dubbo","Organization",13313,1976,1078,559,1336,309,0.552772808,198,0.354203935,7,0.020231213,24,0.0090731754899025,101,23,0.381037567084079,0.398926654,0.556350626118068,0.538461538461538,1,12,10,480,"Java",10094,NA,NA,4721,2255,74,0.06122778206,0,0,0.0955845405694847,0,0,0.0301963322834646,0,0,0.116037452629686,0,0.0883926730503145,0,0,0.115412485702478,0,0,0,74,559,213,0.381037567084079,273,0.415026833631485,524,268,35,0,0,309,7,0.025735294,198,0.354203935,134,0.296460176,0.254025044,142,1336,256,0.450805008,0.488549618,114,0.203935599,88,0.194690265,47,0.267045454,194,0.429203539,0,0,0,0,0,232,0,0,374,0,0,0,0,0,NA,NA,0,89,1,0.011235955,0.00357782,0.004329,1,2.84155,1,2.34199,1,10.6926,74,13313,198,14,18,0.07070707,0.09090909,20472,20472,"true",14133,3037,22,0.111111111,74,0.0090731754899025,2.4847794,2.625139,2.2419448,2.3781848,2.2614076,2.396685,952,900,2045,8.23701,8.177778,3.8853996,3.9811249,6.273141,6.4468503,74,8,0.015267175,6,0.01604278,3,0.00572519,2,0.005347593,3,0.00572519,NA,0,0,0,0.033582089,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,74,10,0.101010101,10,0.101010101,6,NA,NA,NA,NA,0,0,0.429203539,374,9.49649628043192,9.21969646690021,2255,0,FALSE,0.177886959318681,0.254025044,0.935531497,0.116037452629686,268,0.620320855614973,2.45895616307224,0.004329,TRUE,0.01604278,0,FALSE
"67",75,"nostra13/Android-Universal-Image-Loader","User",6467,247,52,141,1188,48,0.340425531,25,0.177304964,0,0,64,0.5741530921875,2,1,0.347517730496454,0.354609929,0.48936170212766,0.482269503546099,1,1,3,11,"Java",25335,NA,0,4693,2460,75,0.0962962916666667,0,0,0.0306712962962963,0,0,0.0796296296296296,0,0,0,0,0.117724857142857,0,0,0.0701058201058201,0,0,0,75,141,49,0.347517730496454,54,0.354609929078014,118,64,23,5,5,48,0,0,25,0.177304964,19,0.134751773,0.127659574,18,1188,54,0.382978723,0.457627118,1,0.007092198,1,0.007092198,0,0,54,0.382978723,0,0,0.042372881,5,0.042372881,64,5,0.042372881,118,0.042372881,0,0,0,0,NA,5,0.294117647,17,3,0.176470588,0.0070922,0.0144928,0,0.449275,0,0.449275,0,0.797101,75,6467,200,12,42,0.06,0.21,16223,16223,"true",6445,1450,44,0.22,75,0.5741530921875,11.46709,21.802101,5.2757792,8.900423,5.8569407,10.456822,195,135,934,8.414635,7.7922077,6.6922417,4.9786625,9.388336,1.5789473,75,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,5,NA,NA,NA,75,3,0.03,3,0.03,5,NA,NA,NA,NA,1,0.01,0.382978723,118,8.77446760144659,10.13994211791,2460,0,FALSE,0.00706716664562771,0.127659574,0.984210527,0,64,0.542372881355932,0.586174811007746,0.0144928,TRUE,0,0.294117647,TRUE
"68",76,"socketio/socket.io","Organization",7776,2121,1316,709,2553,479,0.675599435,257,0.362482369,18,0.052785923,86,2.94117641448975,102,20,0.519040902679831,0.5303244,0.464033850493653,0.452750352609309,1,3,5,377,"JavaScript",12264,NA,NA,4667,3086,76,0.00934065934065934,0,0,0.0305093089867526,0,0,0.0103864734299517,0,0,0.027953337449905,0,0.00799418604651163,0,0,0.0378691399040236,0,0,0,76,709,368,0.519040902679831,401,0.55148095909732,697,297,12,41,31,479,15,0.050675675,257,0.362482369,126,0.232044198,0.191819464,136,2553,400,0.565585331,0.573888091,134,0.188998589,83,0.152854511,40,0.165289256,252,0.464088397,0,0,0.058823529,32,0.062135922,274,43,0.061692969,515,0.060194174,1,0.001941747,0,0,1,31,0.256198347,121,19,0.157024793,0.0352609,0.032345,1,2.7037,1,2.78167,5,9.57143,76,7776,198,46,72,0.232323232,0.363636363,42979,42979,"true",7994,1720,78,0.393939393,76,2.94117641448975,10.176391,12.402597,9.8477745,11.690731,10.339198,11.680144,67,56,763,13.419912,14.379086,15.504978,21.290323,17.948719,40,76,20,0.028694404,20,0.038834951,1,0.00143472,1,0.001941747,8,0.011477761,1,0.041666666,2,0.00286944,0.053872053,3,3,0.005825242,1,1,2,0.064516129,NA,NA,NA,24,NA,NA,NA,76,7,0.07070707,7,0.07070707,4,0.01010101,NA,NA,1,2,0.02020202,0.464088397,515,8.95879734614027,9.41442342055165,3086,0,FALSE,0.14224105032431,0.191819464,0.6,0.027953337449905,297,0.532038834951456,2.35815507928398,0.032345,TRUE,0.038834951,0.256198347,TRUE
"69",77,"almasaeed2010/AdminLTE","User",8876,1801,834,364,1529,277,0.76098901,86,0.236263736,2,0.010416666,58,0.645161271095276,54,17,0.472527472527473,0.483516483,0.456043956043956,0.445054945054945,1,19,7,2626,"HTML",54158,NA,NA,4643,1701,77,0.0532501556363636,0,0,0.0600925745962615,0,0,0.0231296051724138,0,0,0.0336505300760978,0,0.105141004950495,0,0,0.105646195848821,0,0,0,77,364,172,0.472527472527473,186,0.502747252747253,338,155,26,24,24,277,1,0.006329113,86,0.236263736,77,0.212707182,0.173076923,63,1529,183,0.494505494,0.541420118,9,0.024725274,9,0.024861878,0,0,187,0.516574585,0,0,0.071005917,24,0.071428571,155,24,0.071005917,336,0.071428571,0,0,0,0,NA,24,0.324324324,74,11,0.148648648,0.00274725,0.00393701,1,2.43359,1,2.38583,3,8.44882,77,8876,200,36,42,0.18,0.21,24229,24229,"true",9297,1870,48,0.24,77,0.645161271095276,12.7164955,10.884354,7.323133,5.5575433,10.127175,6.511761,316,49,625,31.489033,3.6363635,16.352201,2.7667985,21.253717,8.888889,77,3,0.008875739,3,0.008928571,0,0,0,0,3,0.008875739,NA,NA,0,0,0.019354838,0,NA,0,0,NA,0,0,NA,NA,NA,23,NA,NA,NA,77,5,0.05,5,0.05,6,NA,NA,NA,NA,1,0.01,0.516574585,336,9.09110628405248,10.8996609792825,1701,0,FALSE,0.0245578503396156,0.173076923,0.91111111,0.0336505300760978,155,0.461309523809524,2.24588986598416,0.00393701,TRUE,0.008928571,0.324324324,TRUE
"70",78,"rapid7/metasploit-framework","Organization",6816,25496,2850,7694,2401,1336,0.173641798,1370,0.178060826,60,0.039421813,151,0.0250428356230259,258,206,0.802183519625682,0.818429945,0.188458539121393,0.172212113335066,1,3,7,64,"Ruby",339042,NA,NA,4578,2549,78,0.190045375177305,0,0,0.257714625105113,0,0,0.161477554588608,0,0,0.210754769915697,0,0.272420635714286,0,0,0.393224939923723,0,0,0,78,7694,6172,0.802183519625682,6515,0.854561996360801,7622,1095,72,360,91,1336,17,0.014925373,1370,0.178060826,441,0.139160618,0.134520405,1035,2401,6527,0.842604626,0.856336919,138,0.017936054,46,0.01451562,6,0.002267573,2408,0.759861154,2,3,0.047231697,92,0.031571722,704,510,0.066911571,2914,0.031228551,1,0.00034317,0,0,1,91,0.24010554,379,11,0.029023746,0.0145568,0.0173525,0,1.24966,0,1.36093,0,3.63808,78,6816,192,110,110,0.572916666,0.572916666,13062,13062,"true",7011,1471,124,0.645833333,78,0.0250428356230259,1.3254223,1.862368,1.0251614,1.4810133,1.119848,1.621495,834,606,34055,5.0883317,6.7199693,5.1590595,7.3785415,15.096153,16.077827,78,98,0.012857517,44,0.015099519,3,0.000393597,1,0.00034317,30,0.003935974,6,0.022304832,6,0.000787194,0.081278538,1,1,0.00034317,0,0,1,0.01098901,NA,NA,NA,269,NA,9,NA,78,1,0.010416666,1,0.010416666,2,NA,NA,NA,NA,3,0.03125,0.759861154,2914,8.82702806850915,12.7338792724937,2549,1.38629436111989,TRUE,0.0144112769123698,0.134520405,0.83922173,0.210754769915697,1095,0.24159231297186,1.53430048749872,0.0173525,TRUE,0.015099519,0.24010554,TRUE
"71",80,"OpenCV/opencv","Organization",17798,4645,39,7762,3899,37,0.004766812,1487,0.191574336,49,0.030209617,94,0.0285024046897888,187,58,0.791033238855965,0.797217212,0.203942282916774,0.197758309713991,NA,NA,NA,NA,"C++",455033,NA,NA,4571,2225,80,0.0674019583333333,0,0,0.0686274509803922,0,0,0.075,0,0,0.0823529411764706,0,0.0196078333333333,0,0,0,0,0,0,80,7762,6140,0.791033238855965,6246,0.810100489564545,7723,1456,39,429,353,37,62,0.041666666,1487,0.191574336,865,0.210411092,0.15137851,1175,3899,6267,0.803272352,0.811472225,282,0.036330842,196,0.047676964,111,0.034709193,2922,0.710775966,1,2,0.055548362,353,0.086732186,1166,429,0.055548362,4070,0.086732186,0,0,0,0,NA,353,0.415783274,849,77,0.090694935,0.00115949,0.00204638,1,1.32563,1,1.33697,1,4.37108,80,17798,196,82,94,0.418367346,0.479591836,26512,26512,"true",18964,2168,100,0.510204081,80,0.0285024046897888,2.0851018,2.4125595,1.3822104,1.6562724,1.7199106,2.004847,530,292,9217,12.578617,5.194805,5.088266,3.2769556,6.3088245,6.516854,80,97,0.012559886,63,0.015479115,4,0.000517933,4,0.0009828,26,0.003366567,6,0.01744186,8,0.001035866,0.048076923,7,7,0.001719901,0,NA,7,0.019830028,NA,NA,NA,344,NA,NA,NA,80,1,0.010416666,1,0.010416666,2,NA,NA,NA,NA,0,0,0.710775966,4070,9.78684137041681,13.0281252227756,2225,1.09861228866811,TRUE,0.0465752979249808,0.15137851,0.93483146,0.0823529411764706,1456,0.286486486486487,1.68102900561783,0.00204638,TRUE,0.015479115,0.415783274,FALSE
"72",81,"lord/slate","User",13102,3667,1288,505,480,89,0.176237623,54,0.106930693,2,0.005649717,53,0.189393937587738,269,2,0.299009900990099,0.314851485,0.697029702970297,0.681188118811881,1,2,11,370,"JavaScript",1059,NA,NA,4564,1804,81,0.126937994186047,0,0,0.0831032033370662,0,0,0.0555555555555556,0,0,0,0,0.145833345588235,0,0,0.10510111010276,0,0,0,81,505,151,0.299009900990099,160,0.322772277227723,503,343,2,17,15,89,1,0.002915451,54,0.106930693,42,0.087136929,0.07920792,40,480,160,0.316831683,0.318091451,5,0.00990099,5,0.010373443,0,0,137,0.284232365,0,0,0.033797216,15,0.03125,343,17,0.033797216,480,0.03125,0,0,0,0,NA,15,0.357142857,42,8,0.19047619,0.00594059,0.010989,1,5.41901,1,5.45788,11,21.8645,81,13102,200,8,6,0.04,0.03,24010,24010,"true",13832,482,14,0.07,81,0.189393937587738,10.52094,16.532259,10.52094,16.532259,10.52094,16.532259,89,32,447,12.615384,27.777779,20.64394,48.71795,10.153847,2.2222223,81,3,0.005964214,3,0.00625,0,0,0,0,1,0.001988071,NA,NA,1,0.001988071,0.008746355,1,NA,0.002083333,0,NA,0,0,NA,NA,NA,15,NA,NA,NA,81,30,0.3,30,0.3,29,0.01,NA,NA,1,5,0.05,0.284232365,480,9.48052016929182,6.96508034560141,1804,0,FALSE,0.0103200080586835,0.07920792,0.977777777,0,343,0.714583333333333,3.12958548938787,0.010989,TRUE,0.00625,0.357142857,TRUE
