"","repoID","repoURL","user_type","num_forks","num_commits","num_analyzed_commit","num_PR","num_issue","analyzed_pr","ratio_analyzedPR","num_pr_has_linked_issue","central_management_index","num_reject_duplicate_pr","ratio_reject_duplicate_pr","num_modularity_case","modularity","issue_before_PR","issue_after_PR","ratio_mergedPR","ratio_mergedPR_AllType","ratio_rejectedPR","ratio_rejectedPR_AllType","code_changes_size_median_file","code_changes_size_mean_file","code_changes_size_median_loc","code_changes_size_mean_loc","language","size","project_type","num_coreMember","num_fork_ght","repo_age","repoID.1","easiness_mean_external","easiness_median_external","easiness_geoMean_external","easiness_filtered_mean_external","easiness_filtered_median_external","easiness_filtered_geoMean_external","easiness_merged_mean_external","easiness_merged_median_external","easiness_merged_geoMean_external","easiness_filtered_merged_mean_external","easiness_filtered_merged_median_external","easiness_rejected_mean_external","easiness_rejected_median_external","easiness_rejected_geoMean_external","easiness_filtered_rejected_mean_external","easiness_filtered_merged_geoMean_external","easiness_filtered_rejected_median_external","easiness_filtered_rejected_geoMean_external","projectID","num_PR.1","num_merged_PR","ratio_merged_PR","num_merged_PR_allType","ratio_merged_PR_allType","num_closed_PR","num_reject_PR","num_open_PR","num_PR_preCommunicate","num_PR_preCommunicate_external","analyzed_PR","num_rejected_PR_duplicate","ratio_rejected_PR_duplicate","num_PR_link_to_Issue","central_mgmt_index","num_PR_link_to_Issue_external","central_mgmt_index_external","central_mgmt_index_IssueEarly","num_PR_link_to_Issue_early","num_issue.1","new_num_merged_allType","new_ratio_merged_allType","new_ratio_merged_PR_ofClosedPR","num_PR_withTest","ratio_PR_withTest","num_PR_withTest_external","ratio_PR_withTest_external","num_PR_withTest_external_merged","ratio_PR_withTest_external_merged","num_PR_merged_external_noRobot","ratio_PR_merged_external_noRobot","median_mergePR_exprience","median_submitPR_exprience","ratio_PR_preCommunicate","num_PR_wip_preCom_external","ratio_PR_wip_preCom_external","num_PR_reject_external","num_allPR_wip_preCom","ratio_allPR_wip_preCom","num_closed_PR_external","ratio_PR_preCommunicate_external","num_PR_wip_external","ratio_PR_wip_external","num_PR_wip_and_preComm_external","ratio_PR_wip_and_preComm_external","num_closed_PR_external_WIP","num_closed_PR_external_preComm","ratio_PR_preCommunicate_external_of_linkedPR_external","new_num_PR_link_to_Issue_external","num_PR_preCommunicate_wip_both_external","ratio_PR_preComm_wip_both_external_of_linkedPR_external","ratio_social_connection","ratio_social_connection_external","hotness_median","hotness_mean","hotness_median_external","hotness_mean_external","hotness_median_external_correct","hotness_mean_external_correct","projectID.1","num_fork_total","num_sampled_fork","num_Fork_merge_PR","num_Fork_submit_PR","ratio_Fork_merge_PR","ratio_Fork_submit_PR","num_star","num_watcher","has_issue","network_count","subscribers_count","num_fork_attemptContribute","ratio_fork_attemptContribute","projectID.2","Modularity_median","Mod_allFile_500","Mod_filterFile_500","Mod_allFile_1000","Mod_filterFile_1000","Mod_allFile_1000_withMergeCommits","Mode_filterFile_1000_withMergeCommits","num_file_all","num_file_afterFilter","num_commit","Mod_allFile_50","Mod_filterFile_50","Mod_allFile_100","Mod_filterFile_100","mod_external_50_allFile","mod_external_50_filterFile","projectID.3","num_Dup_label_comment_PR_all","ratio_Dup_label_comment_PR_of_all_closed_PR","num_Dup_label_comment_PR_external","ratio_Dup_label_comment_PR_of_external_closed_PR","num_Dup_label_comment_hasKeyword_PR_all","ratio_Dup_label_comment_hasKeyword_PR_of_all_closed_PR","num_Dup_label_comment_hasKeyword_PR_external","ratio_Dup_label_comment_hasKeyword_PR_of_external_closed_PR","num_Dup_label_comment_PR_all_hasLinkedIssue","ratio_Dup_label_comment_PR_all_hasLinkedIssue_of_all_closed_PR","num_Dup_label_comment_PR_all_hasLinkedIssue_selfSubmit","ratio_Dup_label_comment_PR_all_hasLinkedIssue_selfSubmit","num_Dup_label_comment_PR_all_preCommunicate","ratio_Dup_label_comment_PR_all_preCommunicate_of_all_closed_PR","ratio_Dup_label_comment_PR_of_all_REJECTED_PR","num_Dup_label_comment_PR_all_preCommunicate_WIP","num_Dup_label_comment_PR_external_preCommunicate_WIP","ratio_Dup_both_PR_all_preComm_wip_of_all_PR_external","num_Dup_label_comment_PR_external_WIP","ratio_Dup_label_comment_PR_external_WIP_of_all_PR_external","num_Dup_label_comment_PR_external_preComm","ratio_Dup_label_comment_PR_external_preComm_of_all_PR_external","num_Dup_label_comment_PR_WIP_external_preComm","num_Dup_both_PR_external_preComm_WIP","ratio_Dup_both_PR_external_preComm_WIP_of_all_PR_external","num_PR_all_hasLinkedIssue_selfSubmit","num_Dup_label_comment_PR_all_hasLinkedIssue_selfSubmit_WIP","num_PR_all_hasLinkedIssue_selfSubmit_WIP","ratio_Dup_label_comment_PR_all_hasLinkedIssue_selfSubmit_WIP","projectID.4","num_fork_levDistance_2","ratio_fork_levDistance_2","num_fork_levDistance_3","ratio_fork_levDistance_3","num_different_name","ratio_hardFork_withPR","num_hardFork_withPR_nameChange","ratio_hardFork_withPR_nameChange","num_hardFork_withPR","num_hardFork_PR_nameChange_onlyF","ratio_hardFork_PR_nameChange_onlyF","PRMergeRatio","NumPRs","NumForks","Size","ProjectAge","MedianSubmitterExperience","SubmitterPriorExperience","RatioPRsWithTests","CentralizedMngmtIndex","ModularityIndex","AdditiveContributionIndex","num_rejected_PR","ratio_PR_reject_external","PRHotness","SocialConnections","SubmitterSocialConnections","RatioDuplicatePRs","RatioPrecommunicatedPRs","HasHardFork"
"42",46,"adobe/brackets","Organization",6273,18371,1311,5382,8987,983,0.182645856,2793,0.518952062,112,0.098591549,24,0.273207455873489,1536,431,0.788926049795615,0.799888517,0.192493496841323,0.181531029357116,1,2,6,109,"JavaScript",90921,NA,NA,6178,2450,46,0.0346109198606272,0,0,0.0304878048780488,0,0,0.0356073205128205,0,0,0.0289346456013123,0,0.0716216216216216,0,0,0.0540540540540541,0,0,0,46,5382,4246,0.788926049795615,4305,0.806949089557785,5282,980,100,891,86,983,53,0.053752535,2793,0.518952062,645,0.328244274,0.44797473,2411,8987,4302,0.798216276,0.814464218,259,0.048123374,72,0.036641221,58,0.036662452,1341,0.682442748,1,2,0.168686103,86,0.054811982,507,894,0.16925407,1569,0.054811982,0,0,0,0,NA,86,0.192393736,447,35,0.078299776,0.000371609,0.000863558,1,1.44981,1,1.71589,5,11.3575,46,6273,97,56,43,0.577319587,0.443298969,29115,29115,"true",6310,1659,68,0.701030927,46,0.273207455873489,3.5940244,4.411193,2.9650784,4.3165755,3.1775613,4.520443,348,249,11865,17.978142,17.718716,6.453888,6.0939064,18.351841,15.249662,46,201,0.038053767,60,0.038240917,5,0.000946611,2,0.001274697,151,0.028587656,26,0.050583657,59,0.011170011,0.163265306,6,6,0.003824091,0,NA,6,0.069767441,NA,NA,NA,514,NA,NA,NA,46,3,0.030927835,3,0.030927835,6,NA,NA,NA,NA,5,0.051546391,0.682442748,1569,8.74400998809674,11.4177462765862,2450,1.09861228866811,TRUE,0.0359858915626195,0.44797473,0.84750338,0.0289346456013123,980,0.323135755258126,2.51426316619898,0.000863558,TRUE,0.038240917,0.192393736,TRUE
"43",47,"HubPress/hubpress.io","Organization",3101,543,40,192,346,29,0.151041666,14,0.072916666,0,0,16,27.7777786254883,8,4,0.145833333333333,0.177083333,0.765625,0.734375,1,1,3,25,"CSS",52629,NA,NA,6160,1298,47,0.1,0,0,0.0714285714285714,0,0,0.0833333333333333,0,0,0.0833333333333333,0,0.1125,0,0,0.0625,0,0,0,47,192,28,0.145833333333333,36,0.182291666666667,175,140,17,2,1,29,0,0,14,0.072916666,8,0.043010752,0.036458333,7,346,35,0.182291666,0.2,1,0.005208333,1,0.005376344,0,0,31,0.166666666,0,0,0.011428571,1,0.005917159,139,2,0.011428571,169,0.005917159,0,0,0,0,NA,1,0.142857142,7,NA,NA,0.00520833,0,1,1.87805,1,1.9,1,4.5,47,3101,100,1,4,0.01,0.04,2812,2812,"true",3068,74,4,0.04,47,27.7777786254883,8.342306,7.5653925,8.342306,7.5653925,8.342306,7.5653925,198,71,263,5.882353,6.666667,10.050746,7.7018633,3.5714288,0,47,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,2,NA,NA,NA,47,84,0.84,84,0.84,82,NA,NA,NA,NA,16,0.16,0.166666666,169,8.03947991910045,10.8710225775973,1298,0,FALSE,0.00536194305582397,0.036458333,1,0.0833333333333333,140,0.822485207100592,1.70474809223843,0,FALSE,0,0.142857142,TRUE
"45",50,"racaljk/hosts","User",8813,809,109,469,890,98,0.208955223,92,0.196162046,2,0.010928961,152,6.59340715408325,4,4,0.609808102345416,0.620469083,0.390191897654584,0.37953091684435,1,1,2,288,"Rascal",8892,NA,NA,5971,1510,50,0.0720338983050847,0,0,0.0423728813559322,0,0,0.0477941176470588,0,0,0.0220588235294118,0,0.142857142857143,0,0,0.142857142857143,0,0,0,50,469,286,0.609808102345416,302,0.646055437100213,469,164,NA,26,7,98,2,0.011976047,92,0.196162046,58,0.156334231,0.164179104,77,890,305,0.64392324,0.650319829,0,0,0,0,0,0,231,0.622641509,0,1,0.0554371,7,0.023411371,137,26,0.0554371,299,0.023411371,0,0,0,0,NA,7,0.155555555,45,1,0.022222222,0.00426439,0.00769231,1,1.17143,1,1.26154,21,21.3462,50,8813,100,12,20,0.12,0.2,17228,17228,"true",8699,1969,22,0.22,50,6.59340715408325,29.573935,19.607843,9.331964,9.846154,21.312874,14.761906,57,18,1198,72.54902,71.42857,72.54902,71.42857,40,0,50,2,0.004264392,1,0.003344481,1,0.002132196,1,0.003344481,1,0.002132196,NA,NA,0,0,0.012195121,0,NA,0,0,NA,0,0,NA,NA,NA,19,NA,NA,NA,50,2,0.02,2,0.02,4,NA,NA,NA,NA,0,0,0.622641509,299,9.08398318309966,9.09290727508409,1510,0.693147180559945,TRUE,0,0.164179104,1,0.0220588235294118,164,0.45819397993311,3.10665628423277,0.00769231,TRUE,0.003344481,0.155555555,FALSE
"47",52,"antirez/redis","User",11287,3227,2422,1887,3068,1462,0.774774774,493,0.261261261,4,0.00280112,391,1.13943028450012,605,60,0.243243243243243,0.279279279,0.435612082670906,0.39957604663487,1,2,4,106,"C",72378,NA,NA,5808,3441,52,0.0105561856374172,0,0,0.012362283039795,0,0,0.000863175887265136,0,0,0.00173069797286916,0,0.0165172838018742,0,0,0.0188817049304793,0,0,0,52,1887,459,0.243243243243243,703,0.340752517223105,1281,602,606,79,70,1462,16,0.026229508,493,0.261261261,352,0.218091697,0.187069422,353,3068,679,0.355590885,0.530054644,191,0.101218865,160,0.099132589,47,0.093069306,552,0.342007434,0,0,0.061670569,70,0.06763285,523,79,0.061670569,1035,0.06763285,0,0,0,0,NA,70,0.301724137,232,30,0.129310344,0.000529942,0.00102041,1,1.19869,1,1.21327,3,5.72702,52,11287,99,26,42,0.262626262,0.424242424,30396,30396,"true",11740,2560,49,0.494949494,52,1.13943028450012,8.148714,14.849095,6.3666215,9.891577,6.292154,8.741408,154,71,1510,15.698925,16.450216,8.6680765,9.462365,45.081966,51.803886,52,33,0.025761124,31,0.02995169,6,0.00468384,6,0.005797101,8,0.00624512,3,0.046153846,3,0.00234192,0.041528239,3,3,0.00289855,0,NA,3,0.042857142,NA,NA,NA,65,NA,NA,NA,52,2,0.02020202,2,0.02020202,4,NA,NA,NA,NA,0,0,0.342007434,1035,9.33140689995563,11.1896576647934,3441,0,FALSE,0.0945213132763837,0.187069422,0.48196114,0.00173069797286916,602,0.505314009661836,1.90613225213255,0.00102041,TRUE,0.02995169,0.301724137,FALSE
"49",54,"bitcoin/bitcoin","Organization",19028,35321,458,9213,3975,431,0.046781721,2528,0.274394876,254,0.083278688,65,0.145938590168953,1103,96,0.668946054488223,0.673721914,0.301964615217627,0.29718875502008,NA,NA,NA,NA,"C++",105805,NA,NA,5759,2803,54,0.0492598673815461,0,0,0.0287937854676745,0,0,0.0426970654222222,0,0,0.0196170192891504,0,0.0576498130681818,0,0,0.0405254467754468,0,0,0,54,9213,6163,0.668946054488223,6500,0.718007163790296,8945,2443,268,434,212,431,131,0.052337195,2528,0.274394876,1304,0.224556569,0.205579073,1894,3975,6502,0.699229349,0.726886528,207,0.022468251,181,0.031169278,85,0.022606382,3686,0.634751162,12,18,0.048518725,212,0.037890974,1963,434,0.048518725,5595,0.037890974,0,0,0,0,NA,212,0.175061932,1211,120,0.099091659,0.000434169,0.000514271,1,1.83866,1,1.8542,12,31.492,54,19028,99,9,17,0.09090909,0.171717171,33579,33579,"true",20311,3439,19,0.191919191,54,0.145938590168953,4.835838,6.599339,4.425443,7.1267886,4.693253,7.091999,478,326,5658,7.5141244,8.505748,10.234924,6.849315,17.974648,25.306437,54,427,0.047736165,281,0.050223413,15,0.001676914,11,0.001966041,175,0.019564002,24,0.084507042,39,0.004359977,0.134670487,19,19,0.003395889,0,NA,19,0.089622641,NA,NA,NA,284,NA,NA,NA,54,37,0.373737373,32,0.323232323,55,0.02020202,2,0.02020202,2,7,0.07070707,0.634751162,5595,9.85366685755217,11.5693530562689,2803,2.94443897916644,TRUE,0.0306933797242492,0.205579073,0.74693563,0.0196170192891504,2443,0.350848972296693,3.48099390518871,0.000514271,TRUE,0.050223413,0.175061932,TRUE
"50",56,"TryGhost/Ghost","Organization",5759,7725,354,4817,4850,317,0.065808594,3182,0.660577122,20,0.018570102,24,0.0638368353247643,1400,372,0.776416856964916,0.810462943,0.219846377413328,0.185800290637326,NA,NA,NA,NA,"JavaScript",26846,NA,NA,5688,1936,56,0.0507556007142857,0,0,0.0358701814058957,0,0,0.0412985846994535,0,0,0.0270231589903721,0,0.0767371572815534,0,0,0.0527353983664663,0,0,0,56,4817,3740,0.776416856964916,3901,0.821050446335894,4799,889,18,1264,372,317,50,0.055370985,3182,0.660577122,1382,0.68790443,0.575046709,2770,4850,3910,0.808802159,0.814753073,139,0.028856134,118,0.058735689,59,0.032506887,1412,0.702837232,1,2,0.263388205,372,0.211363636,562,1265,0.263596582,1760,0.211363636,0,0,0,0,NA,372,0.312342569,1191,138,0.115869017,0.00456716,0.0118064,0,0.274589,1,0.728453,4,8.26565,56,5759,194,52,60,0.268041237,0.30927835,26344,26344,"true",5807,1136,70,0.360824742,56,0.0638368353247643,4.189566,4.5502315,3.5753374,3.9376698,3.5557728,3.9096699,581,524,5454,11.43709,12.8780155,9.195026,9.672796,5.607476,5.6945863,56,66,0.013752865,44,0.025,2,0.000416753,2,0.001136363,50,0.010418837,4,0.00554785,13,0.002708897,0.096737907,6,6,0.00340909,0,NA,6,0.016129032,NA,NA,NA,721,NA,NA,NA,56,4,0.041237113,3,0.030927835,5,0.010309278,NA,NA,1,2,0.020618556,0.702837232,1760,8.65851912750667,10.1978721130476,1936,1.09861228866811,TRUE,0.0570754500096563,0.575046709,0.943054137,0.0270231589903721,889,0.319318181818182,2.22631401377944,0.0118064,TRUE,0.025,0.312342569,TRUE
"51",57,"Atom/atom","Organization",9256,16642,322,3907,13393,301,0.077041208,2063,0.528026618,5,0.005458515,24,0.216125205159187,325,74,0.765549014589199,0.781162016,0.201177373944203,0.185564371640645,NA,NA,NA,NA,"JavaScript",298064,NA,NA,5626,2406,57,0.0357043179916318,0,0,0.0341701534170153,0,0,0.0381526084337349,0,0,0.0251004016064257,0,0.0464538936170213,0,0,0.0425531914893617,0,0,0,57,3907,2991,0.765549014589199,3064,0.786536984898899,3777,722,130,422,96,301,28,0.038781163,2063,0.528026618,628,0.396464646,0.395700025,1546,13393,3055,0.781929869,0.808842997,122,0.031226004,103,0.065025252,5,0.005353319,925,0.583964646,0,0,0.111728885,106,0.096014492,503,547,0.144823934,1104,0.086956521,12,0.010869565,2,0.001811594,12,96,0.234146341,410,46,0.112195121,0.00435116,0.00872093,0,0.54416,1,1.48062,2,8.08472,57,9256,196,120,96,0.612244897,0.489795918,45796,45796,"true",9671,2463,146,0.744897959,57,0.216125205159187,3.5226212,3.3333335,2.846684,3.2258062,2.8656716,3.7037036,154,21,26427,7.356322,9.523809,6.462585,8.333334,10.507246,18.181818,57,93,0.024622716,46,0.041666666,7,0.001853322,6,0.005434782,64,0.016944665,10,0.045454545,18,0.004765687,0.105263157,7,7,0.006340579,1,0.083333333,6,0.0625,NA,NA,NA,220,NA,10,NA,57,2,0.020408163,2,0.020408163,3,NA,NA,NA,NA,0,0,0.583964646,1104,9.13302726887351,12.6050635075295,2406,0,FALSE,0.0629985096784141,0.395700025,0.81818182,0.0251004016064257,722,0.455615942028986,2.20659388134017,0.00872093,TRUE,0.041666666,0.234146341,FALSE
"52",58,"laravel/framework","Organization",5404,22350,1205,13558,10670,1128,0.083198111,2786,0.205487535,65,0.009636767,24,0.0678749084472656,323,136,0.502507744505089,0.508187048,0.496828440772975,0.491149137040861,NA,NA,NA,NA,"PHP",33598,NA,NA,5476,2050,58,0.0195782256732496,0,0,0.00269299820466786,0,0,0.0103015584699454,0,0,0,0,0.0285921907964602,0,0,0.00530973451327434,0,0,0,58,13558,6813,0.502507744505089,7019,0.518144269066234,13549,6511,9,800,773,1128,45,0.006885998,2786,0.205487535,2265,0.19113924,0.160421891,2175,10670,7038,0.517332939,0.519447929,740,0.054580321,733,0.06185654,305,0.054669295,5590,0.471729957,1,2,0.059044947,774,0.0653661,6256,801,0.059118754,11841,0.065281648,2,0.000168904,1,8.4452e-05,2,773,0.34158197,2263,506,0.223596995,0.0112111,0.00567108,1,1.41933,1,1.42396,5,10.1899,58,5404,99,53,85,0.535353535,0.858585858,13201,13201,"true",5613,1034,88,0.888888888,58,0.0678749084472656,3.87762,0,3.4320495,0,3.440836,0,278,1,1745,4.723347,0,7.919284,0,1.9591836,0,58,122,0.009004354,113,0.009543112,11,0.000811868,11,0.000928975,52,0.003837921,12,0.018126888,18,0.001328511,0.013515589,17,17,0.001435689,0,0,17,0.021992238,NA,NA,NA,662,NA,1,NA,58,4,0.04040404,4,0.04040404,4,NA,NA,NA,NA,0,0,0.471729957,11841,8.59489469908009,10.4222218203702,2050,1.09861228866811,TRUE,0.0600188289492183,0.160421891,1,0,6511,0.528333755594967,2.41501158573341,0.00567108,TRUE,0.009543112,0.34158197,FALSE
"53",59,"tensorflow/models","Organization",20210,4237,329,1621,2767,311,0.191856878,321,0.198025909,15,0.024793388,12,0.0461305491626263,51,16,0.626773596545342,0.634176434,0.233189389265885,0.225786551511413,NA,NA,NA,NA,"Python",481026,NA,NA,5463,929,59,0.0953505690909091,0,0,0.0715284715284715,0,0,0.110818587719298,0,0,0.0906432748538012,0,0.0908008636363636,0,0,0.0694721944721945,0,0,0,59,1621,1016,0.626773596545342,1036,0.637260950030845,1394,367,227,50,43,311,11,0.029810298,321,0.198025909,256,0.197683397,0.147439851,239,2767,1027,0.632325724,0.736728837,50,0.030845157,46,0.035521235,18,0.024,747,0.576833976,0,0,0.035868005,43,0.054361567,292,50,0.035868005,791,0.054361567,0,0,0,0,NA,43,0.288590604,149,15,0.10067114,0.00246761,0.00738007,1,0.893987,1,0.953875,1,2.56273,59,20210,200,36,44,0.18,0.22,39123,39123,"true",23069,2501,52,0.26,59,0.0461305491626263,3.2760508,3.5262942,1.6830331,1.880061,2.6010578,2.9310853,806,608,1562,16.692778,17.671093,9.177876,9.7062,20.689655,47.5,59,20,0.014347202,17,0.021491782,1,0.00071736,1,0.001264222,6,0.00430416,1,0.025641025,1,0.00071736,0.038147138,1,1,0.001264222,0,NA,1,0.023255813,NA,NA,NA,39,NA,NA,NA,59,6,0.06,6,0.06,7,NA,NA,NA,NA,0,0,0.576833976,791,9.91393281039767,13.0836766016811,929,0,FALSE,0.0349049086446847,0.147439851,0.525,0.0906432748538012,367,0.369152970922882,1.27052710491428,0.00738007,TRUE,0.021491782,0.288590604,FALSE
"54",60,"cocos2d/cocos2d-x","Organization",6528,35715,432,14612,4256,399,0.027306323,1606,0.109909663,83,0.026149968,24,0.0463745072484016,441,69,0.782781275663838,0.789282781,0.209690665206679,0.203189159594854,NA,NA,NA,NA,"C++",915457,NA,NA,5444,2834,60,0.0310016745810056,0,0,0.0230888710916644,0,0,0.0215312803921569,0,0,0.0209031491384433,0,0.0536439553571429,0,0,0.0306742216117216,0,0,0,60,14612,11438,0.782781275663838,11546,0.803928278127566,14502,2810,110,326,167,399,41,0.013846673,1606,0.109909663,730,0.120981107,0.084930194,1241,4256,11692,0.789830276,0.806233622,180,0.012318642,147,0.024361948,72,0.0121437,4330,0.717600265,5,8,0.022479657,167,0.029789511,1548,326,0.022479657,5606,0.029789511,0,0,0,0,NA,167,0.251885369,663,31,0.046757164,0.00109499,0.00154416,1,1.79598,1,1.72823,3,9.04509,60,6528,196,102,118,0.520408163,0.602040816,12191,12191,"true",6565,1361,122,0.622448979,60,0.0463745072484016,3.4924138,4.801086,2.2774782,3.084111,2.979675,3.9908257,756,469,2770,10.037879,10.153847,9.818075,8.85675,8.981999,11.594474,60,167,0.011515653,126,0.022475918,4,0.000275824,3,0.00053514,37,0.002551372,13,0.053278688,14,0.000965384,0.040569395,9,9,0.001605422,0,NA,9,0.053892215,NA,NA,NA,244,NA,NA,NA,60,3,0.030612244,3,0.030612244,3,0.010204081,NA,NA,1,1,0.010204081,0.717600265,5606,8.78385589664394,13.7271786731242,2834,2.19722457733622,TRUE,0.0240699290070845,0.084930194,0.88405526,0.0209031491384433,2810,0.27613271494827,2.30708395790819,0.00154416,TRUE,0.022475918,0.251885369,TRUE
"55",61,"reactjs/redux","Organization",9945,2773,1503,1524,1488,764,0.501312335,512,0.335958005,20,0.037593984,16,0.104904279112816,44,28,0.650918635170604,0.660104986,0.344488188976378,0.335301837270341,1,3,4,120,"JavaScript",6414,NA,NA,5415,1181,61,0.0290228403225806,0,0,0.0369152639283742,0,0,0.0190112256017505,0,0,0.0222248272029454,0,0.0519819658119658,0,0,0.0785134706814024,0,0,0,61,1524,992,0.650918635170604,1010,0.664698162729659,1517,507,7,0,0,764,30,0.059055118,512,0.335958005,339,0.252419955,0.240813648,367,1488,1010,0.66207349,0.665787738,236,0.154855643,196,0.145941921,94,0.106214689,867,0.64556962,0,0,0,0,0,471,0,0,1334,0,0,0,0,0,NA,NA,0,333,7,0.021021021,0.0393701,0.04154,1,1.53482,1,1.24924,4,7.45998,61,9945,200,82,106,0.41,0.53,42926,42926,"true",10555,1490,110,0.55,61,0.104904279112816,6.5960855,8.335306,6.4883723,9.409046,6.9699726,9.152612,294,206,1376,7.4074073,19.047619,6.082505,14.838709,17.202797,63.054188,61,53,0.034937376,45,0.033733133,4,0.002636783,3,0.002248875,34,0.022412656,NA,0,0,0,0.086785009,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,61,2,0.02,2,0.02,3,NA,NA,NA,NA,3,0.03,0.64556962,1334,9.20482519128807,8.7662383802531,1181,0,FALSE,0.136226937252614,0.240813648,0.36945812,0.0222248272029454,507,0.353073463268366,2.13534680954914,0.04154,TRUE,0.033733133,0,TRUE
"56",62,"impress/impress.js","Organization",6777,1498,216,288,407,133,0.461805555,115,0.399305555,5,0.023474178,24,0.507982611656189,15,8,0.260416666666667,0.364583333,0.711805555555556,0.607638888888889,1,1,11,50,"JavaScript",4139,NA,NA,5351,2429,62,0.0772435884615385,0,0,0.0467948717948718,0,0,0.0795454545454545,0,0,0.0113636363636364,0,0.0743371193181818,0,0,0.0634469696969697,0,0,0,62,288,75,0.260416666666667,107,0.368055555555556,280,173,8,20,12,133,2,0.011560693,115,0.399305555,97,0.375968992,0.25,72,407,107,0.371527777,0.382142857,3,0.010416666,2,0.007751937,0,0,85,0.329457364,0,0,0.071428571,12,0.050420168,162,20,0.071428571,238,0.050420168,0,0,0,0,NA,12,0.131868131,91,4,0.043956043,0.0243056,0.0384615,1,1.55975,1,1.57692,5,8.30769,62,6777,200,18,54,0.09,0.27,33774,33774,"true",6784,1395,58,0.29,62,0.507982611656189,6.8965516,18.589745,6.8965516,18.589745,6.8965516,18.589745,116,40,320,8.95813,22.222223,8.54203,21.621622,7.9545455,17.142859,62,7,0.025,7,0.029411764,7,0.025,7,0.029411764,5,0.017857142,NA,NA,0,0,0.040462427,0,NA,0,0,NA,0,0,NA,NA,NA,17,NA,NA,NA,62,14,0.14,14,0.14,17,NA,NA,NA,NA,1,0.01,0.329457364,238,8.82128980513611,8.32820949174873,2429,0,FALSE,0.00772204511698732,0.25,0.82857141,0.0113636363636364,173,0.680672268907563,2.23084094020129,0.0384615,TRUE,0.029411764,0.131868131,TRUE
"57",65,"Itseez/opencv","Organization",17798,14041,984,7757,3899,931,0.120020626,1485,0.191439989,52,0.032019704,24,0.028552234172821,185,59,0.790640711615315,0.79682867,0.204073739847879,0.197885780585278,1,3,9,759,"C++",455033,NA,NA,5265,2225,65,0.0400023056998557,0,0,0.0323762514526859,0,0,0.0393810850272232,0,0,0.0312599912098151,0,0.0449509823529412,0,0,0.0404656103927639,0,0,0,65,7757,6133,0.790640711615315,6242,0.80920458940312,7716,1456,41,0,0,931,64,0.043010752,1485,0.191439989,864,0.210218978,0.15134717,1174,3899,6260,0.802887714,0.811301192,300,0.038674745,210,0.05109489,112,0.035054773,2922,0.710948905,1,2,0,0,0,1166,0,0,4066,0,0,0,0,0,NA,NA,0,846,NA,NA,0.00116024,0.00202977,1,1.66818,1,1.72767,2,5.50981,65,17798,100,47,59,0.47,0.59,26512,26512,"true",18964,2168,61,0.61,65,0.028552234172821,2.0851018,2.4125595,1.3822104,1.6562724,1.7199106,2.004847,530,292,9217,12.578617,5.194805,5.088266,3.2769556,6.3088245,6.516854,65,97,0.01257128,63,0.015494343,4,0.000518403,4,0.000983767,26,0.003369621,NA,0,0,0,0.048076923,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0.01,0.710948905,4066,9.78684137041681,13.0281252227756,2225,1.09861228866811,TRUE,0.0498323732617645,0.15134717,0.93483146,0.0312599912098151,1456,0.286768322675849,1.87331026992667,0.00202977,TRUE,0.015494343,0,TRUE
"58",66,"caskroom/homebrew-cask","Organization",6148,54289,1744,43143,4406,1688,0.039125698,3503,0.081195095,204,0.018498367,24,0.000269684242084622,256,84,0.744384952367707,0.757156433,0.255058758083583,0.242287277194446,NA,NA,NA,NA,"Ruby",116019,NA,NA,5196,2361,66,0.273411234317343,0,0,0.274333743337433,0,0,0.25191905094208,0,0,0.253314724354501,0,0.42854701025641,0,0,0.425982905982906,0,0,0,66,43143,32115,0.744384952367707,39415,0.839255499153976,43119,3662,24,0,0,1688,234,0.06288632,3503,0.081195095,1460,0.050487585,0.0653872,2821,4406,39457,0.913195651,0.915072241,33,0.000764898,29,0.001002835,8,0.000313516,25718,0.889342278,8,9,0,0,0,3186,0,0,28858,0,0,0,0,0,NA,NA,0,1452,4,0.00275482,0.0087152,0.00964049,0,0.419067,0,0.41434,0,2.21299,66,6148,198,160,178,0.808080808,0.898989898,13292,13292,"true",6322,283,178,0.898989898,66,0.000269684242084622,0.8882787,0.9056949,0.38070118,0.38738117,0.38395792,0.39069843,439,434,65298,0,0,0.23889156,0.26123303,0,0,66,375,0.008696862,334,0.011573913,52,0.001205964,50,0.001732621,58,0.001345114,NA,0,0,0,0.080283997,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0.889342278,28858,8.72388210465849,11.6615092497793,2361,2.30258509299405,TRUE,0.0010023324969051,0.0653872,1,0.253314724354501,3662,0.11040266130709,1.16720196777282,0.00964049,TRUE,0.011573913,0,FALSE
